ProblemType:	SP-CARP
NumberNodes:	6255
NumberEdges:	6824
DepotNodeNumber:	2735
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	4	2.3	3.5	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3
5503	14078	4000	4372	22	0	0	0	0	0	0	162	1
5504	14079	4804	4243	614	0	0	0	0	0	0	0	0
5505	14087	3530	5620	178	0	0	0	0	0	0	162	1
5506	14088	5620	3775	167	0	0	0	0	0	0	281	2
5507	14090	5621	3748	99	0	0	0	0	0	0	561	1
5508	14091	5506	5622	148	0	0	0	0	0	0	162	1
5509	14092	3447	5623	207	0	0	0	0	0	0	162	1
5510	14093	4005	5624	130	0	0	0	0	0	0	162	1
5511	14094	3216	5625	88	0	0	0	0	0	0	162	1
5512	14095	3880	4716	675	0	0	0	0	0	0	204	1
5513	14096	4930	2858	148	0	0	0	0	0	0	340	1
5514	14097	5345	5615	1156	0	0	0	0	0	0	578	4
5515	14100	2962	5167	107	0	0	0	0	0	0	0	0
5516	14104	5617	2866	25	0	0	0	0	0	0	162	1
5517	14105	5626	2971	117	0	0	0	0	0	0	162	1
5518	14106	5627	3216	102	0	0	0	0	0	0	502	2
5519	14107	2870	4504	232	0	0	0	0	0	0	323	2
5520	14108	4222	5628	640	0	0	0	0	0	0	485	3
5521	14109	3939	5629	39	0	0	0	0	162	1	808	5
5522	14110	4210	5630	26	0	0	0	0	0	0	527	3
5523	14111	5609	3962	13	0	0	0	0	0	0	0	0
5524	14112	5631	5605	68	0	0	0	0	0	0	646	4
5525	14113	3916	2875	235	0	0	0	0	0	0	162	1
5526	14114	5632	2876	595	0	0	0	0	0	0	0	0
5527	14115	3915	5632	109	0	0	0	0	0	0	162	1
5528	14116	5633	5634	128	0	0	0	0	0	0	1089	7
5529	14117	5635	5603	63	0	0	0	0	0	0	485	3
5530	14118	5057	5636	45	0	0	0	0	0	0	485	3
5531	14119	5608	5637	31	0	0	0	0	0	0	323	2
5532	14120	5638	5610	97	0	0	0	0	1309	2	850	5
5533	14121	5609	5639	70	0	0	0	0	0	0	485	3
5534	14124	4604	5640	49	0	0	0	0	0	0	646	4
5535	14129	4407	5641	47	0	0	0	0	0	0	323	2
5536	14130	3792	5642	328	0	0	0	0	0	0	323	2
5537	14131	4894	5058	459	0	0	0	0	0	0	323	2
5538	14132	5643	5283	885	0	0	0	0	0	0	162	1
5539	14133	4982	5644	278	0	0	0	0	0	0	162	1
5540	14134	4998	5645	28	0	0	0	0	0	0	502	2
5541	14135	3346	5646	44	0	0	0	0	0	0	850	5
5542	14137	2915	5647	60	0	0	0	0	0	0	94	1
5543	14139	5304	5648	199	0	0	0	0	0	0	0	0
5544	14140	4463	5649	281	0	0	0	0	0	0	162	1
5545	14141	5650	5651	111	0	0	0	0	162	1	646	4
5546	14144	5003	5000	341	0	0	0	0	0	0	255	2
5547	14146	3896	4378	295	0	0	0	0	0	0	646	4
5548	14147	5652	4897	144	0	0	0	0	0	0	1981	12
5549	14148	4000	5653	54	0	0	0	0	0	0	442	3
5550	14149	5654	5655	686	0	0	0	0	0	0	485	3
5551	14150	5655	4011	126	0	0	0	0	0	0	0	0
5552	14151	5655	2831	208	0	0	0	0	0	0	0	0
5553	14153	2799	4263	36	0	0	0	0	0	0	0	0
5554	14154	3716	5656	99	0	0	1309	2	0	0	0	0
5555	14156	4290	4288	3	0	0	0	0	0	0	0	0
5556	14157	4816	5657	23	0	0	0	0	0	0	204	1
5557	14158	5657	3494	56	0	0	0	0	0	0	663	3
5558	14159	5658	5659	113	0	0	0	0	0	0	528	3
5559	14160	5660	5661	118	0	0	0	0	0	0	162	1
5560	14161	5662	5663	58	0	0	0	0	0	0	162	1
5561	14162	5664	5665	224	0	0	0	0	0	0	162	1
5562	14164	4383	5666	86	0	0	0	0	0	0	162	1
5563	14165	5665	3275	524	0	0	0	0	0	0	0	0
5564	14166	5667	5668	242	0	0	0	0	0	0	0	0
5565	14167	5668	4745	440	0	0	0	0	0	0	2321	13
5566	14168	2805	4433	136	0	0	0	0	0	0	323	2
5567	14169	4903	4362	273	0	0	0	0	0	0	1539	9
5568	14170	4362	4043	9	0	0	0	0	0	0	0	0
5569	14171	4898	3469	92	0	0	0	0	0	0	323	2
5570	14172	3469	3909	276	0	0	0	0	0	0	1063	7
5571	14173	5669	5658	94	0	0	0	0	0	0	647	4
5572	14174	5658	5670	14	0	0	0	0	0	0	0	0
5573	14175	3337	5662	31	0	0	0	0	0	0	0	0
5574	14176	2852	3750	377	0	0	0	0	0	0	0	0
5575	14178	5038	3284	743	0	0	0	0	0	0	323	2
5576	14179	3284	5050	270	0	0	0	0	0	0	1496	9
5577	14180	3288	5191	54	0	0	0	0	0	0	0	0
5578	14183	2987	3349	79	0	0	0	0	0	0	646	4
5579	14184	3349	4945	110	0	0	0	0	0	0	782	5
5580	14185	2902	3252	958	0	0	0	0	0	0	604	4
5581	14186	3252	2972	136	0	0	0	0	0	0	0	0
5582	14187	5303	5660	173	0	0	0	0	0	0	647	4
5583	14188	5660	5669	25	0	0	0	0	0	0	0	0
5584	14189	3747	5611	224	0	0	0	0	0	0	0	0
5585	14190	5611	5671	342	0	0	0	0	0	0	119	1
5586	14193	4007	5672	32	0	0	0	0	0	0	0	0
5587	14196	3124	5466	400	0	0	0	0	0	0	0	0
5588	14199	5673	5674	297	0	0	0	0	0	0	94	1
5589	14200	5674	5311	169	0	0	0	0	0	0	0	0
5590	14201	3985	4340	229	0	0	0	0	0	0	162	1
5591	14202	2797	3026	76	0	0	0	0	0	0	0	0
5592	14203	5675	5676	394	0	0	0	0	0	0	162	1
5593	14204	5675	3986	309	0	0	0	0	0	0	0	0
5594	14205	5677	5337	155	0	0	0	0	0	0	204	1
5595	14207	3988	5303	409	0	0	0	0	0	0	1173	7
5596	14208	5678	5491	129	0	0	0	0	0	0	0	0
5597	14209	3858	5314	286	0	0	0	0	0	0	0	0
5598	14210	5314	5673	329	0	0	0	0	0	0	0	0
5599	14212	5679	5351	213	0	0	0	0	0	0	0	0
5600	14213	3452	5293	305	0	0	0	0	0	0	0	0
5601	14214	5680	3452	456	0	0	0	0	0	0	0	0
5602	14215	3452	5116	235	0	0	0	0	0	0	162	1
5603	14216	5294	4693	19	0	0	0	0	0	0	0	0
5604	14217	5306	5681	51	0	0	0	0	0	0	323	2
5605	14218	5490	4791	716	0	0	0	0	0	0	0	0
5606	14219	4791	5483	386	0	0	0	0	0	0	204	1
5607	14220	4792	5348	619	0	0	0	0	0	0	1122	2
5608	14221	5679	5682	377	0	0	0	0	0	0	1683	3
5609	14222	5682	4792	61	0	0	0	0	0	0	0	0
5610	14224	4937	5346	45	0	0	0	0	0	0	0	0
5611	14225	4856	5683	36	0	0	0	0	0	0	366	2
5612	14226	4862	2983	127	0	0	0	0	0	0	731	4
5613	14227	2983	4869	119	0	0	0	0	0	0	986	5
5614	14228	4108	5341	77	0	0	0	0	0	0	1310	7
5615	14229	5341	4748	42	0	0	0	0	0	0	527	3
5616	14230	3338	5684	176	0	0	0	0	0	0	570	3
5617	14231	5684	5412	226	0	0	0	0	0	0	162	1
5618	14232	4245	5685	109	0	0	0	0	0	0	162	1
5619	14233	5686	3230	168	0	0	0	0	0	0	204	1
5620	14234	3230	2885	133	0	0	0	0	0	0	646	4
5621	14235	2889	4292	109	0	0	0	0	0	0	485	3
5622	14237	5687	5688	147	0	0	0	0	0	0	162	1
5623	14238	5689	5687	87	0	0	0	0	0	0	162	1
5624	14239	2885	3062	9	0	0	0	0	0	0	0	0
5625	14240	3062	5690	44	0	0	0	0	0	0	0	0
5626	14241	5688	5691	766	0	0	0	0	0	0	1284	3
5627	14242	5691	2887	550	0	0	0	0	0	0	0	0
5628	14243	5692	5691	122	0	0	0	0	0	0	417	3
5629	14244	5398	5693	102	0	0	0	0	0	0	162	1
5630	14245	5694	5695	1340	0	0	0	0	0	0	323	2
5631	14246	5695	4367	120	0	0	0	0	0	0	366	2
5632	14247	5696	5695	256	0	0	0	0	0	0	204	1
5633	14248	5697	5667	677	0	0	0	0	0	0	0	0
5634	14249	5697	5698	226	0	0	0	0	0	0	340	1
5635	14250	4010	2980	25	0	0	0	0	0	0	0	0
5636	14251	2980	4332	44	0	0	0	0	0	0	162	1
5637	14252	3643	3646	37	0	0	0	0	0	0	0	0
5638	14253	3646	4216	45	0	0	0	0	0	0	0	0
5639	14254	5699	5700	320	0	0	0	0	0	0	1003	4
5640	14255	5700	5207	91	0	0	0	0	0	0	766	5
5641	14256	2991	5701	77	0	0	0	0	0	0	366	2
5642	14257	5702	5703	479	0	0	0	0	0	0	0	0
5643	14260	4507	3943	113	0	0	0	0	0	0	0	0
5644	14261	4507	5704	342	0	0	0	0	0	0	204	1
5645	14262	5122	5705	33	0	0	0	0	0	0	0	0
5646	14263	5705	4410	112	0	0	0	0	0	0	204	1
5647	14264	5706	3429	19	0	0	0	0	0	0	417	3
5648	14265	4423	5707	68	0	0	0	0	0	0	323	2
5649	14266	5708	5709	29	0	0	0	0	0	0	323	2
5650	14268	5123	5710	54	0	0	0	0	0	0	1105	7
5651	14269	5710	5711	92	0	0	0	0	0	0	1131	7
5652	14270	5100	5712	4	0	0	0	0	0	0	0	0
5653	14271	5712	5713	47	0	0	0	0	0	0	1615	10
5654	14272	5714	5715	50	0	0	0	0	0	0	442	3
5655	14273	5120	5716	21	0	0	0	0	0	0	162	1
5656	14274	4005	5387	165	0	0	0	0	0	0	162	1
5657	14275	3852	5502	321	0	0	0	0	0	0	0	0
5658	14276	5506	3446	375	0	0	0	0	0	0	162	1
5659	14277	3748	5717	84	0	0	0	0	0	0	0	0
5660	14278	5718	5717	102	0	0	0	0	0	0	162	1
5661	14279	5717	5507	119	0	0	0	0	0	0	0	0
5662	14280	3446	5386	411	0	0	0	0	0	0	0	0
5663	14281	3893	5517	239	0	0	0	0	0	0	646	4
5664	14282	3911	5445	373	0	0	0	0	0	0	119	1
5665	14283	3970	5461	294	0	0	0	0	0	0	1122	2
5666	14284	3762	5560	60	0	0	0	0	0	0	0	0
5667	14286	5560	5719	53	0	0	0	0	0	0	323	2
5668	14287	5720	5697	437	0	0	0	0	0	0	366	2
5669	14288	3942	4522	686	0	0	0	0	0	0	740	5
5670	14289	4565	4563	380	0	0	0	0	0	0	162	1
5671	14291	2985	4609	1886	0	0	0	0	162	1	969	6
5672	14292	4079	5721	753	0	0	0	0	0	0	510	4
5673	14293	5722	4613	217	0	0	0	0	0	0	655	1
5674	14294	4638	5672	227	0	0	0	0	0	0	0	0
5675	14296	2990	5186	152	0	0	0	0	162	1	1293	8
5676	14297	5723	5534	91	0	0	0	0	0	0	1131	7
5677	14298	4033	5724	80	0	0	0	0	0	0	204	1
5678	14299	4347	3219	49	0	0	0	0	0	0	0	0
5679	14300	5725	5726	164	0	0	0	0	0	0	1089	7
5680	14301	5726	3465	152	0	0	0	0	0	0	323	2
5681	14302	3465	5727	108	0	0	0	0	0	0	0	0
5682	14303	4382	5678	36	0	0	0	0	0	0	162	1
5683	14304	3385	5728	163	0	0	0	0	0	0	0	0
5684	14305	3385	5729	105	0	0	0	0	0	0	162	1
5685	14306	3859	5489	555	0	0	0	0	0	0	0	0
5686	14308	5730	5731	470	0	0	0	0	0	0	366	2
5687	14309	5732	5733	195	0	0	0	0	0	0	323	2
5688	14310	5681	5731	75	0	0	0	0	0	0	0	0
5689	14311	5731	5294	263	0	0	0	0	0	0	850	5
5690	14312	5727	5734	48	0	0	0	0	0	0	0	0
5691	14313	5734	5735	361	0	0	0	0	0	0	884	3
5692	14314	5736	4457	95	0	0	0	0	0	0	1089	7
5693	14315	5737	4618	65	0	0	0	0	0	0	323	2
5694	14316	4618	5722	128	0	0	0	0	0	0	162	1
5695	14317	5738	5739	45	0	0	0	0	0	0	0	0
5696	14318	4614	5740	189	0	0	0	0	0	0	162	1
5697	14319	5741	5742	391	0	0	0	0	0	0	323	2
5698	14320	4794	5743	83	0	0	0	0	0	0	0	0
5699	14321	5670	5744	20	0	0	0	0	0	0	94	1
5700	14322	5728	5745	74	0	0	0	0	0	0	162	1
5701	14323	3987	5648	481	0	0	0	0	0	0	162	1
5702	14325	5734	5746	283	0	0	0	0	0	0	323	2
5703	14326	5649	5747	201	0	0	0	0	0	0	0	0
5704	14327	5726	5748	41	0	0	0	0	0	0	162	1
5705	14328	5748	5749	26	0	0	0	0	0	0	0	0
5706	14329	5749	5750	87	0	0	0	0	0	0	808	5
5707	14330	5749	5751	99	0	0	0	0	0	0	1131	7
5708	14331	5725	5752	250	0	0	0	0	0	0	323	2
5709	14332	5753	5754	118	0	0	0	0	0	0	646	4
5710	14333	5754	5739	841	0	0	0	0	0	0	204	1
5711	14334	5755	5754	311	0	0	0	0	0	0	646	4
5712	14335	4351	5756	81	0	0	0	0	0	0	162	1
5713	14336	5756	5755	88	0	0	0	0	0	0	0	0
5714	14337	5753	3856	51	0	0	0	0	0	0	646	4
5715	14338	3856	5757	76	0	0	0	0	0	0	1199	7
5716	14339	5756	5758	70	0	0	0	0	0	0	850	5
5717	14340	3872	5759	215	0	0	0	0	0	0	204	1
5718	14342	5678	5488	190	0	0	0	0	0	0	0	0
5719	14343	5759	4382	277	0	0	0	0	0	0	0	0
5720	14344	5760	5761	69	0	0	0	0	0	0	1190	6
5721	14345	5762	5763	75	0	0	0	0	0	0	927	6
5722	14346	5764	5765	74	0	0	0	0	0	0	1012	6
5723	14347	5765	5766	74	0	0	0	0	0	0	969	6
5724	14348	5767	5768	68	0	0	0	0	0	0	740	5
5725	14349	5768	5769	66	0	0	0	0	0	0	969	6
5726	14350	5770	5771	56	0	0	0	0	0	0	646	4
5727	14351	5771	5772	53	0	0	0	0	0	0	578	4
5728	14352	3507	5773	50	0	0	0	0	0	0	646	4
5729	14353	5673	5489	18	0	0	0	0	0	0	0	0
5730	14354	5774	5775	203	0	0	0	0	0	0	94	1
5731	14355	4661	5775	375	0	0	0	0	340	1	579	4
5732	14356	5775	5776	99	0	0	0	0	0	0	323	2
5733	14357	5777	3863	522	0	0	0	0	0	0	162	1
5734	14358	3864	2967	150	0	0	0	0	0	0	366	2
5735	14359	5778	5777	726	0	0	0	0	0	0	340	1
5736	14360	5777	3866	109	0	0	0	0	0	0	0	0
5737	14361	5779	5735	20	0	0	0	0	0	0	0	0
5738	14362	5779	5780	227	0	0	0	0	204	1	1131	7
5739	14366	5781	5301	428	0	0	0	0	0	0	0	0
5740	14367	3862	3864	112	0	0	0	0	0	0	417	3
5741	14368	5782	5478	182	0	0	0	0	0	0	0	0
5742	14369	2967	5782	334	0	0	0	0	0	0	162	1
5743	14370	5782	3965	59	0	0	0	0	0	0	0	0
5744	14371	5783	5784	65	0	0	0	0	0	0	808	5
5745	14372	5785	5786	62	0	0	0	0	0	0	969	6
5746	14373	5787	5788	97	0	0	0	0	0	0	1335	8
5747	14374	5789	5790	90	0	0	0	0	0	0	1012	6
5748	14375	4349	4148	35	0	0	0	0	0	0	0	0
5749	14376	4148	5791	43	0	0	0	0	0	0	0	0
5750	14377	5791	2998	6	0	0	0	0	0	0	0	0
5751	14378	4469	5783	40	0	0	0	0	0	0	162	1
5752	14379	5783	4688	35	0	0	0	0	0	0	485	3
5753	14380	4468	5785	40	0	0	0	0	0	0	162	1
5754	14381	5785	5787	51	0	0	0	0	0	0	162	1
5755	14382	5787	4465	19	0	0	0	0	0	0	0	0
5756	14383	4465	5789	58	0	0	0	0	0	0	527	3
5757	14384	5789	4474	13	0	0	0	0	0	0	0	0
5758	14385	4474	4345	40	0	0	0	0	0	0	323	2
5759	14386	4844	4476	389	0	0	0	0	0	0	0	0
5760	14387	5792	5757	99	0	0	0	0	0	0	2278	13
5761	14389	5793	5588	62	0	0	0	0	0	0	689	4
5762	14390	5588	5794	33	0	0	0	0	0	0	646	4
5763	14391	5795	5796	62	0	0	0	0	0	0	740	5
5764	14392	5796	5797	33	0	0	0	0	0	0	578	4
5765	14393	5672	3598	104	0	0	0	0	1309	2	0	0
5766	14395	4006	5798	193	0	0	0	0	0	0	646	4
5767	14396	5798	5799	56	0	0	0	0	0	0	162	1
5768	14397	3840	5800	169	0	0	0	0	204	1	1955	12
5769	14398	5800	5801	137	0	0	0	0	162	1	1513	9
5770	14399	5732	5802	174	0	0	0	0	0	0	0	0
5771	14400	5802	4847	46	0	0	0	0	0	0	162	1
5772	14401	4847	5803	150	0	0	0	0	0	0	527	3
5773	14402	5803	3851	123	0	0	0	0	0	0	689	4
5774	14403	5730	5804	21	0	0	0	0	0	0	0	0
5775	14404	5805	5806	88	0	0	0	0	0	0	323	2
5776	14405	5807	5808	166	0	0	0	0	0	0	204	1
5777	14406	5809	5810	454	0	0	0	0	0	0	323	2
5778	14408	5675	5807	357	0	0	0	0	0	0	281	2
5779	14409	5811	4920	380	0	0	0	0	0	0	1046	4
5780	14410	3871	5812	61	0	0	0	0	0	0	204	1
5781	14411	5675	5812	662	0	0	0	0	0	0	366	2
5782	14412	5812	5811	16	0	0	0	0	0	0	0	0
5783	14413	5811	5325	150	0	0	0	0	0	0	1105	6
5784	14414	5671	5327	408	0	0	0	0	0	0	0	0
5785	14415	5327	4783	714	0	0	0	0	0	0	162	1
5786	14416	4452	5774	244	0	0	0	0	0	0	0	0
5787	14417	4452	5813	419	0	0	0	0	0	0	0	0
5788	14418	4004	3984	648	0	0	0	0	0	0	808	5
5789	14420	4800	5776	26	0	0	0	0	0	0	162	1
5790	14421	4800	3984	89	0	0	0	0	0	0	646	4
5791	14422	4717	4431	246	0	0	0	0	0	0	162	1
5792	14423	3880	4933	907	0	0	0	0	0	0	646	4
5793	14424	5778	4716	217	0	0	0	0	0	0	0	0
5794	14425	4716	4431	244	0	0	0	0	0	0	2780	5
5795	14426	4936	5814	21	0	0	0	0	0	0	0	0
5796	14427	4935	5814	24	0	0	0	0	0	0	162	1
5797	14428	5814	5815	254	0	0	0	0	0	0	204	1
5798	14429	5815	5781	395	0	0	0	0	0	0	689	4
5799	14431	5816	5817	54	0	0	0	0	0	0	0	0
5800	14432	5817	5818	56	0	0	0	0	0	0	323	2
5801	14433	5819	5820	164	0	0	0	0	0	0	2423	15
5802	14434	5820	5821	122	0	0	0	0	0	0	1777	11
5803	14435	5822	5823	154	0	0	0	0	0	0	1896	12
5804	14436	5823	5824	103	0	0	0	0	0	0	1616	10
5805	14437	5825	5816	141	0	0	0	0	0	0	1938	12
5806	14438	5816	5826	94	0	0	0	0	0	0	1777	11
5807	14439	3808	5817	129	0	0	0	0	0	0	1777	11
5808	14440	5827	5828	59	0	0	0	0	162	1	808	5
5809	14441	5829	4666	15	0	0	0	0	0	0	0	0
5810	14442	4666	4773	63	0	0	0	0	0	0	162	1
5811	14443	5830	3919	213	0	0	0	0	162	1	2261	14
5812	14444	5831	5832	156	0	0	0	0	162	1	1938	12
5813	14445	5832	5833	56	0	0	0	0	0	0	485	3
5814	14446	5834	5835	138	0	0	0	0	0	0	1616	10
5815	14447	5835	5186	83	0	0	0	0	0	0	323	2
5816	14448	3610	3615	271	0	0	0	0	0	0	0	0
5817	14449	3615	3652	1189	0	0	0	0	0	0	0	0
5818	14450	3652	5288	34	0	0	0	0	0	0	0	0
5819	14451	3567	3702	76	0	0	0	0	0	0	0	0
5820	14452	5836	5837	94	0	0	0	0	0	0	323	2
5821	14453	5837	4235	80	0	0	0	0	0	0	323	2
5822	14454	4235	4237	110	0	0	0	0	0	0	2109	10
5823	14455	5837	5838	64	0	0	0	0	0	0	969	6
5824	14456	3739	5289	96	0	0	0	0	0	0	1335	8
5825	14457	3561	3708	79	0	0	0	0	0	0	204	1
5826	14458	3710	3513	82	0	0	0	0	0	0	2108	10
5827	14459	5839	3707	76	0	0	0	0	0	0	162	1
5828	14460	3707	3706	76	0	0	0	0	0	0	485	3
5829	14461	3800	5765	33	0	0	0	0	0	0	0	0
5830	14462	5765	5768	65	0	0	0	0	0	0	162	1
5831	14463	5768	5771	65	0	0	0	0	0	0	0	0
5832	14464	5771	3507	65	0	0	0	0	0	0	0	0
5833	14465	5840	5841	51	0	0	0	0	0	0	689	4
5834	14466	5842	5843	68	0	0	0	0	0	0	1012	6
5835	14467	3819	5844	77	0	0	0	0	0	0	1148	6
5836	14468	3817	5845	90	0	0	0	0	0	0	782	5
5837	14469	5846	5847	48	0	0	0	0	0	0	604	4
5838	14471	3799	5848	130	0	0	0	0	0	0	1666	11
5839	14472	5849	5850	104	0	0	0	0	0	0	1454	9
5840	14473	5851	5547	107	0	0	0	0	0	0	1547	10
5841	14474	4719	5155	97	0	0	0	0	0	0	0	0
5842	14475	5155	4681	108	0	0	0	0	0	0	0	0
5843	14476	4681	5156	116	0	0	0	0	0	0	0	0
5844	14477	5156	5852	51	0	0	0	0	0	0	0	0
5845	14478	4755	3674	63	0	0	0	0	0	0	0	0
5846	14479	3314	4418	56	0	0	0	0	0	0	0	0
5847	14480	4419	3381	53	0	0	0	0	0	0	162	1
5848	14481	5563	5853	41	0	0	0	0	0	0	969	6
5849	14482	4070	4705	250	0	0	0	0	0	0	2992	18
5850	14483	5854	5855	68	0	0	0	0	0	0	1054	6
5851	14484	4368	5551	73	0	0	0	0	0	0	323	2
5852	14485	3602	4015	80	0	0	0	0	0	0	0	0
5853	14486	4015	4337	216	0	0	0	0	0	0	323	2
5854	14487	4337	3601	30	0	0	0	0	0	0	1539	4
5855	14489	5798	5856	18	0	0	0	0	0	0	0	0
5856	14490	5857	4218	61	0	0	0	0	0	0	808	5
5857	14491	5165	5796	38	0	0	0	0	0	0	0	0
5858	14492	5796	5588	65	0	0	0	0	0	0	0	0
5859	14493	5858	5859	36	0	0	0	0	0	0	323	2
5860	14494	5112	5860	55	0	0	0	0	0	0	162	1
5861	14495	5860	5858	55	0	0	0	0	0	0	646	4
5862	14496	5858	5861	65	0	0	0	0	0	0	646	4
5863	14497	5861	5862	128	0	0	0	0	0	0	1063	7
5864	14498	5863	5864	76	0	0	0	0	0	0	646	4
5865	14499	5865	5866	33	0	0	0	0	0	0	485	3
5866	14500	5865	5267	76	0	0	0	0	0	0	808	5
5867	14501	5867	5435	49	0	0	0	0	0	0	281	2
5868	14502	5868	5869	91	0	0	0	0	1122	2	808	5
5869	14503	5870	5871	15	0	0	0	0	0	0	1131	7
5870	14504	5872	5873	43	0	0	0	0	0	0	646	4
5871	14505	5874	5875	118	0	0	0	0	0	0	646	4
5872	14506	5874	5801	43	0	0	0	0	0	0	204	1
5873	14507	5801	5876	10	0	0	0	0	0	0	119	1
5874	14508	2832	5800	43	0	0	0	0	0	0	162	1
5875	14509	3649	5877	954	0	0	0	0	0	0	647	4
5876	14510	5877	5878	194	0	0	0	0	0	0	1063	7
5877	14511	5877	5879	84	0	0	0	0	0	0	0	0
5878	14512	5879	5880	14	0	0	0	0	0	0	0	0
5879	14513	5880	5881	62	0	0	0	0	0	0	0	0
5880	14514	5881	5882	12	0	0	0	0	0	0	0	0
5881	14515	5882	5883	50	0	0	0	0	0	0	0	0
5882	14516	5883	5884	25	0	0	0	0	0	0	0	0
5883	14517	5819	5822	47	0	0	0	0	0	0	0	0
5884	14518	5822	5870	27	0	0	0	0	0	0	0	0
5885	14519	5870	5825	26	0	0	0	0	0	0	0	0
5886	14520	3808	5885	60	0	0	0	0	0	0	0	0
5887	14521	5885	5886	35	0	0	0	0	0	0	0	0
5888	14522	5886	5887	27	0	0	0	0	0	0	0	0
5889	14523	5887	3812	59	0	0	0	0	0	0	0	0
5890	14524	3812	5888	11	0	0	0	0	0	0	0	0
5891	14525	5888	5171	71	0	0	0	0	0	0	162	1
5892	14526	5171	3179	24	0	0	0	0	0	0	0	0
5893	14527	5879	3810	268	0	0	0	0	0	0	3112	19
5894	14528	5889	5880	100	0	0	0	0	0	0	1454	9
5895	14529	5882	5884	285	0	0	0	0	0	0	3188	20
5896	14530	5819	5871	298	0	0	0	0	0	0	2304	14
5897	14531	5890	5886	147	0	0	0	0	162	1	2100	13
5898	14532	5881	5891	227	0	0	0	0	0	0	2746	17
5899	14533	5883	5892	69	0	0	0	0	0	0	485	3
5900	14534	5892	5872	64	0	0	0	0	0	0	646	4
5901	14535	5872	5868	74	0	0	0	0	0	0	808	5
5902	14536	5892	5893	105	0	0	0	0	0	0	808	5
5903	14537	5370	5893	59	0	0	0	0	323	2	485	3
5904	14538	5893	5368	68	0	0	0	0	0	0	808	5
5905	14539	5894	3972	93	0	0	0	0	0	0	646	4
5906	14540	4663	3809	51	0	0	0	0	0	0	0	0
5907	14541	3811	5891	22	0	0	0	0	0	0	162	1
5908	14542	5868	5894	126	0	0	0	0	0	0	1063	7
5909	14543	5894	5820	71	0	0	0	0	0	0	323	2
5910	14544	5820	5823	41	0	0	0	0	0	0	0	0
5911	14545	5823	5816	51	0	0	0	0	0	0	162	1
5912	14546	4062	5895	27	0	0	0	0	0	0	255	2
5913	14547	5896	5897	37	0	0	0	0	0	0	689	4
5914	14548	5898	5690	32	0	0	0	0	0	0	281	2
5915	14549	5690	5897	67	0	0	0	0	0	0	0	0
5916	14550	5899	3654	92	0	0	0	0	0	0	0	0
5917	14551	3654	5900	15	0	0	0	0	0	0	0	0
5918	14552	5901	4280	6	0	0	0	0	0	0	0	0
5919	14553	4751	3493	36	0	0	0	0	340	1	0	0
5920	14554	5817	5902	103	0	0	0	0	502	2	969	6
5921	14555	5885	5818	115	0	0	0	0	0	0	1454	9
5922	14556	5818	5903	14	0	0	0	0	0	0	0	0
5923	14557	5903	5904	111	0	0	0	0	0	0	1131	7
5924	14558	5887	5905	99	0	0	0	0	162	1	1131	7
5925	14559	5905	5906	104	0	0	0	0	162	1	969	6
5926	14560	3813	5907	98	0	0	0	0	0	0	1616	10
5927	14561	4332	3642	44	0	0	0	0	0	0	0	0
5928	14562	4216	4211	232	0	0	0	0	0	0	0	0
5929	14563	4211	3630	104	0	0	0	0	0	0	162	1
5930	14564	3630	4327	100	0	0	0	0	0	0	0	0
5931	14565	4327	3628	104	0	0	0	0	0	0	0	0
5932	14566	3628	4203	66	0	0	0	0	0	0	0	0
5933	14567	4203	3633	32	0	0	0	0	0	0	162	1
5934	14568	3633	4206	85	0	0	0	0	0	0	723	2
5935	14569	3635	4325	109	0	0	0	0	0	0	485	3
5936	14570	4325	3945	97	0	0	1683	3	0	0	0	0
5937	14571	3961	4198	123	0	0	0	0	0	0	162	1
5938	14572	4198	4317	51	0	0	0	0	0	0	162	1
5939	14573	4317	4320	78	0	0	0	0	0	0	485	3
5940	14574	4320	4318	60	0	0	0	0	0	0	162	1
5941	14575	4318	4324	65	0	0	0	0	0	0	485	3
5942	14576	4324	3617	18	0	0	0	0	0	0	0	0
5943	14577	5908	5063	596	0	0	0	0	1122	2	323	2
5944	14578	5799	5875	53	0	0	0	0	0	0	366	2
5945	14579	5875	3806	72	0	0	0	0	0	0	578	4
5946	14580	3806	4809	29	0	0	0	0	0	0	162	1
5947	14581	5555	4802	191	0	0	0	0	0	0	162	1
5948	14582	5909	3805	126	0	0	0	0	0	0	1734	11
5949	14583	5874	5910	44	0	0	0	0	0	0	162	1
5950	14584	5910	5911	31	0	0	0	0	0	0	162	1
5951	14585	5912	5913	116	0	0	0	0	0	0	1131	7
5952	14586	5914	5915	140	0	0	0	0	0	0	1454	9
5953	14587	5916	5917	166	0	0	0	0	162	1	1615	10
5954	14588	5910	5912	84	0	0	0	0	0	0	765	5
5955	14589	5912	5914	79	0	0	0	0	0	0	765	5
5956	14590	5914	5916	77	0	0	0	0	0	0	323	2
5957	14591	5916	5918	44	0	0	0	0	0	0	204	1
5958	14592	5874	2832	137	0	0	0	0	0	0	0	0
5959	14593	5903	5905	55	0	0	0	0	0	0	162	1
